race_id,timestamp,lap_number,path_index,x,y,speed_px_s
67,1778237007.519,1,21,200.5,232.0,0
67,1778237007.733,1,21,200.5,232.0,0
67,1778237007.933,1,21,200.5,232.0,0
67,1778237008.147,1,21,200.5,232.0,0
67,1778237008.348,1,21,200.5,232.0,0
67,1778237008.548,1,21,200.5,231.4,0.3
67,1778237008.75,1,21,200.5,220.0,1.5
67,1778237008.967,1,0,200.5,191.4,2.8
67,1778237009.169,1,0,197.3,150.2,4.0
67,1778237009.37,1,0,177.5,101.3,4.5
67,1778237009.57,1,1,147.3,63.7,0.313
67,1778237009.772,1,1,136.8,59.2,1.513
67,1778237009.974,1,1,111.0,59.9,2.713
67,1778237010.189,1,1,71.0,78.4,4.013
67,1778237010.405,1,2,56.0,96.1,1.539
67,1778237010.623,1,2,49.5,124.2,2.839
67,1778237010.823,1,2,46.4,166.0,4.039
67,1778237011.04,1,2,44.0,223.5,4.5
67,1778237011.255,1,21,51.7,281.5,4.5
67,1778237011.456,1,21,59.0,335.0,4.5
67,1778237011.658,1,3,66.4,388.5,4.5
67,1778237011.874,1,3,75.1,446.4,4.5
67,1778237012.074,1,3,95.8,496.6,4.8
67,1778237012.275,1,3,138.2,546.0,4.897
67,1778237012.476,1,3,180.5,587.6,3.143
67,1778237012.678,1,3,207.7,615.7,2.915
67,1778237012.895,1,4,236.8,652.6,4.215
67,1778237013.096,1,4,272.9,698.5,5.415
67,1778237013.297,1,4,312.8,745.2,4.5
67,1778237013.499,1,4,357.8,774.6,4.45
67,1778237013.714,1,4,397.9,786.8,0.164
67,1778237013.929,1,4,400.0,785.9,0.6
67,1778237014.13,1,5,410.2,775.1,1.8
67,1778237014.334,1,5,421.3,747.9,3.0
67,1778237014.55,1,5,436.8,702.4,4.3
67,1778237014.766,1,5,444.8,644.6,4.5
67,1778237014.983,1,6,450.4,586.4,4.5
67,1778237015.183,1,6,462.6,536.3,4.05
67,1778237015.384,1,7,486.7,498.9,3.45
67,1778237015.6,1,7,526.6,485.8,2.539
67,1778237015.803,1,7,559.6,484.8,2.486
67,1778237016.017,1,7,597.8,497.0,2.87
67,1778237016.233,1,8,632.1,526.2,3.459
67,1778237016.449,1,8,655.9,571.6,3.576
67,1778237016.663,1,8,659.2,618.7,3.841
67,1778237016.864,1,9,648.5,669.5,4.5
67,1778237017.065,1,9,636.5,722.1,4.5
67,1778237017.268,1,9,642.7,770.1,0.146
67,1778237017.484,1,9,648.7,779.2,1.446
67,1778237017.685,1,9,670.8,792.4,2.401
67,1778237017.885,1,9,706.7,798.3,3.601
67,1778237018.101,1,10,760.3,787.4,4.5
67,1778237018.302,1,10,784.4,771.5,1.261
67,1778237018.518,1,10,797.1,749.6,2.561
67,1778237018.734,1,10,801.3,707.7,3.861
67,1778237018.936,1,10,790.1,656.8,4.5
67,1778237019.136,1,8,776.3,604.6,4.5
67,1778237019.35,1,11,772.9,546.4,4.5
67,1778237019.551,1,11,775.8,492.5,4.5
67,1778237019.767,1,11,769.8,435.1,4.3
67,1778237019.97,1,11,749.7,392.1,3.7
67,1778237020.173,1,11,725.9,367.9,0.608
67,1778237020.376,1,12,711.6,363.6,1.808
67,1778237020.576,1,12,682.1,363.1,3.008
67,1778237020.778,1,12,638.2,362.8,4.208
67,1778237020.979,1,12,584.9,368.3,4.5
67,1778237021.182,1,13,531.4,376.3,4.5
67,1778237021.383,1,13,479.5,373.9,4.1
67,1778237021.584,1,13,437.6,357.4,3.5
67,1778237021.784,1,13,409.2,328.9,2.192
67,1778237021.984,1,13,406.7,318.4,1.208
67,1778237022.2,1,14,412.0,296.0,2.137
67,1778237022.401,1,14,432.3,271.1,2.334
67,1778237022.616,1,14,463.7,254.5,2.639
67,1778237022.833,1,14,500.8,252.7,2.922
67,1778237023.049,1,14,546.0,264.7,4.222
67,1778237023.267,1,12,599.7,287.0,4.5
67,1778237023.482,1,15,657.6,293.4,4.5
67,1778237023.685,1,15,710.1,281.8,4.5
67,1778237023.886,1,15,756.4,254.5,4.5
67,1778237024.102,1,16,794.5,210.5,4.5
67,1778237024.318,1,16,803.0,191.3,0.922
67,1778237024.518,1,16,799.2,173.0,2.122
67,1778237024.718,1,16,783.3,149.0,1.137
67,1778237024.92,1,16,774.3,129.6,2.337
67,1778237025.135,1,16,750.3,98.6,3.637
67,1778237025.336,1,16,707.2,72.2,4.5
67,1778237025.538,1,17,655.0,59.6,4.5
67,1778237025.754,1,17,596.5,60.6,4.5
67,1778237025.956,1,17,542.5,62.7,4.5
67,1778237026.157,1,17,488.6,64.7,4.5
67,1778237026.359,1,18,434.7,67.1,4.45
67,1778237026.576,1,18,383.7,81.5,3.8
67,1778237026.791,1,18,345.2,106.5,2.538
67,1778237026.991,1,18,327.9,123.4,0.598
67,1778237027.207,1,18,321.0,139.5,0.929
67,1778237027.424,1,18,320.9,163.8,1.396
67,1778237027.639,1,18,321.2,191.0,2.696
67,1778237027.853,1,21,318.2,235.0,3.996
67,1778237028.054,1,19,314.5,287.9,4.5
67,1778237028.271,1,19,306.2,345.6,4.5
67,1778237028.487,1,19,280.0,397.9,4.7
67,1778237028.688,1,20,232.3,440.4,5.9
67,1778237028.889,1,20,209.3,446.0,0.756
67,1778237029.09,1,20,202.1,445.0,0.623
67,1778237029.29,1,20,190.5,435.3,1.823
67,1778237029.505,1,20,177.9,405.3,3.123
67,1778237029.719,1,20,180.6,356.0,4.423
67,1778237029.921,2,21,191.9,296.2,5.623
67,1778237030.136,2,21,203.2,219.7,4.5
67,1778237030.338,2,0,195.5,166.5,4.5
67,1778237030.542,2,0,171.6,118.3,4.5
67,1778237030.742,2,1,134.1,79.8,4.5
67,1778237030.944,2,1,106.9,65.0,0.485
67,1778237031.144,2,1,100.8,64.7,0.5
67,1778237031.345,2,1,89.0,71.7,1.7
67,1778237031.549,2,2,72.9,94.6,2.9
67,1778237031.75,2,2,63.1,135.8,4.1
67,1778237031.953,2,2,64.8,189.2,4.5
67,1778237032.167,2,2,67.9,247.6,4.5
67,1778237032.369,2,21,66.1,301.5,4.5
67,1778237032.572,2,20,61.9,355.3,4.5
67,1778237032.786,2,3,57.3,415.1,5.0
67,1778237033.001,2,3,58.0,489.0,6.3
67,1778237033.216,2,3,91.9,563.3,2.547
67,1778237033.43,2,3,119.5,595.1,3.847
67,1778237033.645,2,3,159.8,638.3,5.147
67,1778237033.859,2,4,210.7,691.3,5.862
67,1778237034.061,2,4,268.6,743.9,7.062
67,1778237034.275,2,4,339.3,786.1,4.5
67,1778237034.49,2,4,379.8,794.4,0.991
67,1778237034.693,2,4,398.4,788.5,2.191
67,1778237034.896,2,5,424.0,766.2,3.391
67,1778237035.111,2,5,448.3,719.5,4.5
67,1778237035.312,2,5,456.6,666.4,4.5
67,1778237035.527,2,6,449.5,608.4,4.5
67,1778237035.741,2,6,454.3,554.3,3.9
67,1778237035.941,2,6,472.7,515.8,3.3
67,1778237036.141,2,7,499.2,490.9,3.15
67,1778237036.343,2,7,537.9,484.1,2.549
67,1778237036.558,2,7,579.0,487.8,3.226
67,1778237036.776,2,8,619.1,512.0,3.116
67,1778237036.992,2,8,645.9,545.5,2.941
67,1778237037.194,2,8,658.4,586.4,4.141
67,1778237037.41,2,8,656.1,644.1,4.5
67,1778237037.624,2,9,640.1,700.4,4.5
67,1778237037.826,2,9,638.6,753.4,4.25
67,1778237038.039,2,9,645.1,772.2,0
67,1778237038.239,2,9,646.9,773.3,0.6
67,1778237038.441,2,9,661.5,775.7,1.8
67,1778237038.656,2,9,692.6,767.0,3.1
67,1778237038.858,2,10,731.5,745.6,2.574
67,1778237039.072,2,10,752.9,714.4,3.317
67,1778237039.275,2,10,758.4,667.4,4.5
67,1778237039.491,2,8,757.4,608.9,4.5
67,1778237039.706,2,11,767.7,551.4,4.5
67,1778237039.92,2,11,776.3,494.7,4.2
67,1778237040.136,2,11,767.8,445.7,3.55
67,1778237040.351,2,11,745.9,410.6,2.9
67,1778237040.567,2,11,713.9,389.7,3.45
67,1778237040.783,2,12,661.7,379.6,4.5
67,1778237040.998,2,12,603.3,376.1,4.5
67,1778237041.2,2,12,549.5,371.7,4.45
67,1778237041.416,2,13,525.0,367.8,0.0
67,1778237041.617,2,13,528.9,370.1,0.0
67,1778237041.833,2,13,527.5,369.5,0.5
67,1778237042.05,2,13,512.0,369.8,1.8
67,1778237042.251,2,13,485.2,373.2,2.25
67,1778237042.453,2,13,463.1,367.3,1.65
67,1778237042.655,2,13,446.3,352.3,2.4
67,1778237042.871,2,13,430.2,315.7,3.7
67,1778237043.087,2,14,435.3,275.3,0.746
67,1778237043.289,2,14,447.2,265.7,1.114
67,1778237043.489,2,14,466.6,256.2,1.645
67,1778237043.704,2,14,495.3,252.1,2.564
67,1778237043.92,2,14,537.0,259.1,3.864
67,1778237044.122,2,12,588.2,270.0,4.5
67,1778237044.325,2,15,641.6,277.1,4.5
67,1778237044.541,2,15,698.8,266.6,4.5
67,1778237044.744,2,15,745.8,240.4,4.5
67,1778237044.96,2,16,784.8,197.1,4.5
67,1778237045.176,2,16,803.2,149.8,1.249
67,1778237045.377,2,16,803.9,127.2,2.449
67,1778237045.592,2,16,788.7,89.5,3.749
67,1778237045.806,2,16,771.3,74.5,2.25
67,1778237046.007,2,16,738.3,64.2,3.45
67,1778237046.222,2,17,684.4,65.5,4.75
67,1778237046.438,2,17,613.7,68.8,6.05
67,1778237046.655,2,17,526.2,73.0,7.2
67,1778237046.857,2,18,439.9,77.2,7.2
67,1778237047.059,2,18,390.4,89.4,4.0
67,1778237047.259,2,18,349.9,102.0,1.832
67,1778237047.475,2,18,332.8,112.8,0.239
67,1778237047.691,2,18,321.7,122.8,0.804
67,1778237047.907,2,18,319.3,130.1,0.583
67,1778237048.109,2,18,322.1,144.9,1.694
67,1778237048.312,2,18,321.1,173.0,2.894
67,1778237048.528,2,18,318.8,219.7,4.194
67,1778237048.732,2,19,316.1,273.3,4.5
67,1778237048.935,2,19,312.3,327.1,4.5
67,1778237049.152,2,19,293.0,382.0,4.5
67,1778237049.353,2,19,258.4,425.1,5.0
67,1778237049.554,2,20,218.4,449.0,0.458
67,1778237049.769,2,20,211.1,448.6,1.241
67,1778237049.984,2,20,189.5,436.2,2.541
67,1778237050.2,2,20,166.9,401.1,3.841
67,1778237050.415,2,20,164.0,355.7,3.881
67,1778237050.629,3,21,176.9,299.8,4.5
67,1778237050.843,3,21,191.1,243.0,4.5
67,1778237051.061,3,0,192.1,184.8,4.5
67,1778237051.276,3,0,173.5,129.6,4.5
67,1778237051.478,3,1,140.9,86.9,4.5
67,1778237051.693,3,1,110.4,64.7,0.5
67,1778237051.893,3,1,96.7,64.8,1.7
67,1778237052.094,3,1,71.6,77.0,2.9
67,1778237052.297,3,2,50.9,103.0,2.467
67,1778237052.513,3,2,42.9,141.5,2.774
67,1778237052.728,3,2,40.6,178.3,3.215
67,1778237052.929,3,2,52.0,223.1,4.415
67,1778237053.13,3,21,72.5,280.3,5.615
67,1778237053.345,3,20,87.7,360.7,6.915
67,1778237053.561,3,3,90.8,446.4,4.028
67,1778237053.776,3,3,94.9,492.1,2.35
67,1778237053.976,3,3,113.8,521.6,1.932
67,1778237054.191,3,3,136.5,544.3,1.925
67,1778237054.406,3,3,155.9,572.3,3.225
67,1778237054.62,3,3,182.1,616.0,4.5
67,1778237054.835,3,4,212.9,665.8,4.5
67,1778237055.035,3,4,251.1,703.6,4.5
67,1778237055.249,3,4,303.4,729.1,4.5
67,1778237055.464,3,4,341.3,749.8,1.869
67,1778237055.68,3,4,373.3,749.2,2.006
67,1778237055.896,3,5,397.9,729.6,2.297
67,1778237056.112,3,5,407.7,692.2,3.597
67,1778237056.312,3,5,409.0,641.8,4.5
67,1778237056.529,3,6,413.7,583.6,4.5
67,1778237056.745,3,6,435.1,531.4,4.1
67,1778237056.947,3,6,468.7,498.8,2.535
67,1778237057.163,3,7,495.5,487.8,2.261
67,1778237057.378,3,7,533.7,489.3,3.561
67,1778237057.593,3,7,583.3,511.4,4.5
67,1778237057.793,3,8,622.9,547.7,4.5
67,1778237057.996,3,8,649.3,594.6,4.5
67,1778237058.211,3,8,659.4,652.5,4.25
67,1778237058.427,3,9,653.8,710.1,4.35
67,1778237058.641,3,9,660.7,761.4,3.7
67,1778237058.842,3,9,670.4,785.5,0
67,1778237059.057,3,9,677.3,788.9,1.2
67,1778237059.271,3,9,701.8,789.4,2.5
67,1778237059.486,3,10,739.7,773.0,3.8
67,1778237059.703,3,10,779.8,733.7,4.5
67,1778237059.903,3,10,804.2,685.8,4.5
67,1778237060.104,3,10,804.9,674.0,1.299
67,1778237060.317,3,10,803.0,648.1,2.599
67,1778237060.52,3,10,800.2,609.2,3.799
67,1778237060.735,3,11,796.2,553.0,4.5
67,1778237060.936,3,11,792.0,499.1,4.5
67,1778237061.137,3,11,777.5,451.4,3.9
67,1778237061.351,3,11,749.7,414.9,3.25
67,1778237061.554,3,11,713.7,394.0,4.0
67,1778237061.77,3,12,657.4,383.8,4.5
67,1778237061.972,3,12,604.0,391.0,4.5
67,1778237062.188,3,7,546.8,403.2,4.5
67,1778237062.388,3,13,493.0,404.0,4.5
67,1778237062.603,3,13,438.9,386.7,4.15
67,1778237062.817,3,13,415.4,368.0,0.376
67,1778237063.033,3,13,411.7,356.7,1.526
67,1778237063.234,3,13,414.9,330.9,2.726
67,1778237063.435,3,14,434.5,295.7,3.926
67,1778237063.636,3,14,473.6,260.9,4.5
67,1778237063.836,3,14,517.5,253.6,2.263
67,1778237064.037,3,14,552.2,254.4,3.463
67,1778237064.254,3,12,604.9,264.3,4.5
67,1778237064.47,3,15,662.8,272.7,4.5
67,1778237064.67,3,15,716.0,265.1,4.5
67,1778237064.871,3,15,764.3,241.4,4.5
67,1778237065.072,3,16,799.5,208.7,0.202
67,1778237065.288,3,16,802.8,197.6,1.502
67,1778237065.503,3,16,798.2,169.6,2.802
67,1778237065.704,3,16,784.3,146.5,1.621
67,1778237065.906,3,16,764.4,134.2,0.125
67,1778237066.121,3,16,765.6,133.6,0.301
67,1778237066.322,3,16,765.5,134.5,0.237
67,1778237066.537,3,16,763.4,133.5,0.801
67,1778237066.753,3,16,760.0,126.8,1.174
67,1778237066.969,3,16,756.3,102.8,2.474
67,1778237067.184,3,16,741.0,66.5,0.021
67,1778237067.385,3,16,734.5,61.8,1.221
67,1778237067.602,3,16,731.8,60.7,0.8
67,1778237067.818,3,16,712.5,61.4,2.1
67,1778237068.036,3,17,677.9,72.5,3.4
67,1778237068.237,3,17,631.2,85.9,4.6
67,1778237068.439,3,17,568.3,88.7,5.8
67,1778237068.654,3,17,483.8,90.3,7.1
67,1778237068.87,3,18,390.3,92.1,7.2
67,1778237069.085,3,18,329.0,100.5,4.1
67,1778237069.299,3,18,286.6,124.0,3.45
67,1778237069.514,3,18,278.4,136.0,0.296
67,1778237069.715,3,18,278.2,136.7,0
67,1778237069.915,3,18,279.9,140.9,0.9
67,1778237070.117,3,18,287.1,158.0,2.1
67,1778237070.318,3,18,299.8,188.5,3.3
67,1778237070.519,3,21,318.1,232.2,4.5
67,1778237070.72,3,19,323.4,281.8,3.527
67,1778237070.936,3,19,314.7,335.0,4.45
67,1778237071.138,3,19,299.2,382.0,3.85
67,1778237071.354,3,19,285.0,425.3,3.2
67,1778237071.57,3,19,271.4,446.8,0.278
67,1778237071.772,3,19,269.9,446.6,0
67,1778237071.973,3,19,269.9,446.6,0
67,1778237072.174,3,19,269.9,446.6,0
67,1778237072.376,3,19,269.9,446.6,0
67,1778237072.591,3,19,269.9,446.6,0
67,1778237072.808,3,19,262.6,448.1,0.451
67,1778237073.024,3,19,256.2,450.0,0.345
67,1778237073.239,3,19,249.3,451.7,0.557
67,1778237073.439,3,20,237.6,451.9,0.494
67,1778237073.652,3,20,228.1,454.6,0.292
67,1778237073.853,3,20,216.9,453.4,1.492
67,1778237074.068,3,20,193.4,437.8,2.792
67,1778237074.284,3,20,171.2,398.6,4.092
67,1778237074.5,3,21,166.0,337.0,5.392
68,1778237287.237,1,21,210.5,243.0,0
68,1778237287.451,1,21,210.5,243.0,0
68,1778237287.666,1,21,210.5,243.0,0
68,1778237287.866,1,21,210.5,243.0,0
68,1778237288.073,1,21,210.5,243.0,0
68,1778237288.288,1,21,210.5,243.0,0
68,1778237288.504,1,21,210.5,243.0,0
68,1778237288.719,1,21,210.5,243.0,0
68,1778237288.933,1,21,210.5,243.0,0
68,1778237289.149,1,21,210.5,242.4,0.3
68,1778237289.364,1,21,210.5,229.4,1.6
68,1778237289.58,1,0,210.5,199.5,2.9
68,1778237289.794,1,0,205.3,153.2,4.2
68,1778237290.01,1,0,180.1,101.0,4.5
68,1778237290.225,1,1,142.6,63.6,0.705
68,1778237290.44,1,1,136.1,61.9,1.001
68,1778237290.641,1,1,116.9,66.0,2.201
68,1778237290.858,1,1,86.7,88.1,3.501
68,1778237291.059,1,2,60.2,129.6,4.5
68,1778237291.261,1,2,46.5,181.7,4.5
68,1778237291.475,1,2,41.6,238.9,4.299
68,1778237291.69,1,2,42.4,290.0,3.766
68,1778237291.906,1,21,52.1,345.1,4.6
68,1778237292.12,1,20,74.7,410.2,5.9
68,1778237292.335,1,3,85.7,494.8,7.2
68,1778237292.535,1,3,88.1,559.4,4.5
68,1778237292.751,1,3,113.7,612.8,3.532
68,1778237292.965,1,3,149.4,650.5,4.449
68,1778237293.179,1,3,198.9,681.6,4.5
68,1778237293.394,1,4,249.0,711.7,4.5
68,1778237293.594,1,4,292.7,743.3,4.5
68,1778237293.808,1,4,338.4,779.4,4.4
68,1778237294.023,1,4,387.0,798.9,3.75
68,1778237294.239,1,5,431.0,799.0,3.1
68,1778237294.454,1,5,464.1,786.6,0.402
68,1778237294.669,1,5,472.4,775.1,1.702
68,1778237294.87,1,5,477.8,747.6,2.902
68,1778237295.084,1,5,468.4,702.1,4.202
68,1778237295.285,1,6,449.7,652.2,4.35
68,1778237295.5,1,6,447.2,600.5,3.7
68,1778237295.714,1,6,464.9,548.0,4.5
68,1778237295.93,1,6,495.9,522.1,2.436
68,1778237296.144,1,7,530.7,509.0,2.965
68,1778237296.36,1,7,578.1,508.9,4.265
68,1778237296.576,1,7,632.7,528.6,4.5
68,1778237296.777,1,8,673.4,564.8,3.551
68,1778237296.991,1,8,691.7,609.2,3.108
68,1778237297.207,1,8,694.4,653.2,3.779
68,1778237297.408,1,9,684.5,704.0,4.5
68,1778237297.624,1,9,684.7,762.2,4.5
68,1778237297.84,1,9,704.4,817.0,4.5
68,1778237298.054,1,9,717.4,832.1,0.915
68,1778237298.268,1,9,737.4,837.5,2.215
68,1778237298.485,1,10,774.1,829.4,3.515
68,1778237298.686,1,10,813.7,799.4,4.715
68,1778237298.902,1,10,846.3,740.0,2.239
68,1778237299.116,1,10,849.0,702.3,3.539
68,1778237299.331,1,10,840.0,647.9,4.839
68,1778237299.546,1,11,828.2,576.9,6.139
68,1778237299.761,1,11,819.4,502.3,4.5
68,1778237299.975,1,11,814.3,446.1,4.1
68,1778237300.19,1,11,793.6,402.3,3.45
68,1778237300.405,1,11,776.3,386.3,0.14
68,1778237300.62,1,11,765.6,385.0,1.44
68,1778237300.835,1,12,737.8,386.3,2.74
68,1778237301.05,1,12,693.1,388.4,4.04
68,1778237301.266,1,12,636.4,398.7,4.5
68,1778237301.48,1,12,579.2,410.5,4.5
68,1778237301.695,1,13,524.2,409.1,3.95
68,1778237301.909,1,13,481.3,391.4,3.3
68,1778237302.124,1,13,454.0,363.5,3.1
68,1778237302.339,1,14,436.8,317.5,4.4
68,1778237302.554,1,14,447.2,294.7,0.843
68,1778237302.77,1,14,461.0,280.1,1.721
68,1778237302.986,1,14,489.2,266.4,2.501
68,1778237303.2,1,14,528.1,264.0,3.531
68,1778237303.416,1,14,579.9,279.3,4.5
68,1778237303.628,1,12,632.2,305.6,4.5
68,1778237303.844,1,12,668.2,316.5,2.42
68,1778237304.045,1,15,704.4,311.0,3.62
68,1778237304.259,1,15,752.1,284.1,4.5
68,1778237304.472,1,15,791.4,240.9,4.5
68,1778237304.687,1,16,812.7,186.7,4.5
68,1778237304.901,1,16,815.8,147.7,2.05
68,1778237305.102,1,16,804.4,117.7,3.25
68,1778237305.316,1,16,769.8,80.2,4.5
68,1778237305.53,1,17,742.4,63.5,0.606
68,1778237305.745,1,17,725.7,65.0,1.906
68,1778237305.959,1,17,695.0,79.2,3.206
68,1778237306.173,1,17,647.0,95.2,4.5
68,1778237306.387,1,17,588.8,100.9,4.5
68,1778237306.601,1,17,530.6,106.2,4.5
68,1778237306.815,1,18,472.2,102.7,4.5
68,1778237307.028,1,18,415.8,105.0,4.1
68,1778237307.244,1,18,373.0,109.3,1.53
68,1778237307.456,1,18,353.2,116.9,0.734
68,1778237307.671,1,18,340.0,138.1,1.007
68,1778237307.884,1,18,340.2,162.2,1.681
68,1778237308.099,1,18,337.8,192.2,2.793
68,1778237308.314,1,21,332.4,237.3,4.093
68,1778237308.527,1,19,325.4,294.7,4.5
68,1778237308.742,1,19,316.2,351.6,4.25
68,1778237308.957,1,19,293.4,396.6,3.6
68,1778237309.172,1,19,292.3,411.6,0.0
68,1778237309.373,1,19,294.4,411.5,0.3
68,1778237309.587,1,19,294.4,410.5,0.112
68,1778237309.802,1,19,293.4,411.3,0.61
68,1778237310.018,1,19,280.3,422.0,1.91
68,1778237310.233,1,19,255.2,444.9,3.21
68,1778237310.447,1,20,214.6,464.4,1.248
68,1778237310.661,1,20,210.4,465.4,0.4
68,1778237310.875,1,20,198.2,458.2,1.7
68,1778237311.09,1,20,182.0,431.9,3.0
68,1778237311.304,1,20,177.7,384.4,4.3
68,1778237311.52,1,21,199.1,323.5,5.6
68,1778237311.736,2,21,219.8,286.3,0.6
68,1778237311.951,2,21,219.6,269.5,1.9
68,1778237312.165,2,21,204.6,239.5,3.2
68,1778237312.38,2,0,182.5,194.2,4.5
68,1778237312.595,2,0,174.7,136.4,4.5
68,1778237312.809,2,1,159.2,81.0,4.25
68,1778237313.024,2,1,152.9,67.9,0
68,1778237313.238,2,1,152.9,67.9,0
68,1778237313.452,2,1,152.9,67.9,0
68,1778237313.668,2,1,156.3,70.7,0.0
68,1778237313.883,2,1,156.3,70.7,0.0
68,1778237314.096,2,1,157.4,72.5,0.6
68,1778237314.308,2,1,170.9,82.3,1.9
68,1778237314.523,2,0,200.6,98.5,3.2
68,1778237314.738,2,0,212.7,119.1,0.727
68,1778237314.951,2,0,215.2,134.9,0.52
68,1778237315.167,2,0,219.5,151.9,1.206
68,1778237315.381,2,0,219.8,176.7,1.334
68,1778237315.582,2,0,223.2,196.5,1.472
68,1778237315.798,2,21,221.1,210.8,0.822
68,1778237316.015,2,21,214.1,219.0,1.145
68,1778237316.215,2,21,194.1,226.5,2.345
68,1778237316.415,2,21,179.8,227.3,0.306
68,1778237316.631,2,21,177.5,223.6,0.62
68,1778237316.832,2,21,172.6,210.6,1.485
68,1778237317.046,2,0,172.7,182.4,2.785
68,1778237317.262,2,0,175.1,137.5,4.085
68,1778237317.477,2,1,158.1,82.4,4.5
68,1778237317.691,2,1,147.6,64.2,0.967
68,1778237317.905,2,1,140.7,62.2,1.101
68,1778237318.121,2,1,117.9,66.6,2.401
68,1778237318.335,2,1,85.4,90.1,3.701
68,1778237318.549,2,2,55.3,136.6,4.5
68,1778237318.765,2,2,41.6,193.2,4.5
68,1778237318.981,2,2,42.1,245.8,3.82
68,1778237319.195,2,2,41.5,294.7,3.819
68,1778237319.411,2,21,45.8,351.0,4.5
68,1778237319.624,2,3,52.7,409.1,4.5
68,1778237319.84,2,3,60.1,471.6,5.4
68,1778237320.052,2,3,75.9,549.0,6.7
68,1778237320.266,2,3,123.4,626.7,6.68
68,1778237320.482,2,3,187.7,693.2,7.2
68,1778237320.695,2,4,253.1,760.2,7.2
68,1778237320.91,2,4,318.4,814.9,4.5
68,1778237321.124,2,4,373.0,835.1,4.5
68,1778237321.339,2,4,407.4,836.0,1.577
68,1778237321.549,2,5,433.1,821.7,2.877
68,1778237321.763,2,5,461.1,784.9,4.177
68,1778237321.976,2,5,478.2,729.7,4.5
68,1778237322.186,2,5,476.3,671.5,4.5
68,1778237322.402,2,6,478.6,613.3,4.5
68,1778237322.616,2,6,500.0,559.7,4.3
68,1778237322.83,2,7,533.9,521.5,3.65
68,1778237323.044,2,7,582.4,511.2,2.25
68,1778237323.259,2,7,614.3,516.1,0.989
68,1778237323.474,2,7,633.5,526.4,2.289
68,1778237323.689,2,8,656.5,557.3,3.589
68,1778237323.902,2,8,670.7,610.0,4.5
68,1778237324.118,2,8,666.6,668.1,4.5
68,1778237324.332,2,9,657.9,725.9,4.5
68,1778237324.548,2,9,665.8,783.6,4.5
68,1778237324.763,2,9,689.8,824.1,1.882
68,1778237324.977,2,9,705.0,833.1,1.948
68,1778237325.193,2,9,738.9,836.8,3.248
68,1778237325.407,2,10,786.7,819.4,4.548
68,1778237325.623,2,10,835.4,772.2,5.848
68,1778237325.823,2,10,846.7,746.1,0.709
68,1778237326.04,2,10,845.1,728.0,2.009
68,1778237326.252,2,10,839.7,693.2,3.309
68,1778237326.467,2,10,831.9,641.8,4.5
68,1778237326.683,2,11,826.3,583.7,4.5
68,1778237326.897,2,11,829.6,525.2,4.5
68,1778237327.111,2,11,822.3,467.5,4.5
68,1778237327.324,2,11,796.2,415.5,4.5
68,1778237327.539,2,11,768.5,385.9,0.542
68,1778237327.753,2,12,752.9,382.5,1.842
68,1778237327.967,2,12,720.4,388.0,3.142
68,1778237328.168,2,12,675.9,397.7,4.342
68,1778237328.384,2,12,618.8,410.2,4.5
68,1778237328.584,2,7,566.1,421.7,4.5
68,1778237328.799,2,13,508.7,433.0,4.5
68,1778237329.014,2,13,488.9,429.9,0.6
68,1778237329.229,2,13,483.2,423.0,0.0
68,1778237329.44,2,13,484.9,420.7,0.0
68,1778237329.654,2,13,485.6,417.2,0.8
68,1778237329.869,2,13,481.9,398.3,2.1
68,1778237330.084,2,13,460.8,368.9,3.4
68,1778237330.297,2,14,435.1,322.9,4.5
68,1778237330.51,2,14,445.3,298.5,1.399
68,1778237330.724,2,14,461.5,281.9,1.561
68,1778237330.938,2,14,484.5,269.1,2.004
68,1778237331.153,2,14,517.4,264.5,2.604
68,1778237331.353,2,14,556.4,263.5,3.804
68,1778237331.569,2,14,613.3,262.9,4.45
68,1778237331.781,2,15,671.6,268.3,4.5
68,1778237331.997,2,15,729.9,269.2,4.5
68,1778237332.21,2,15,779.5,254.8,3.475
68,1778237332.424,2,15,811.2,227.5,3.425
68,1778237332.64,2,16,834.8,180.1,4.5
68,1778237332.855,2,16,838.7,143.9,2.15
68,1778237333.068,2,16,822.6,110.8,3.45
68,1778237333.283,2,16,783.0,75.2,4.5
68,1778237333.495,2,17,745.6,60.2,2.093
68,1778237333.711,2,17,709.7,63.1,3.393
68,1778237333.923,2,17,659.0,78.2,4.5
68,1778237334.139,2,17,601.6,88.6,4.5
68,1778237334.353,2,17,543.2,91.7,4.5
68,1778237334.553,2,18,489.3,94.6,4.5
68,1778237334.769,2,18,430.9,97.7,4.5
68,1778237334.984,2,18,372.5,101.9,4.5
68,1778237335.201,2,18,322.0,119.9,3.85
68,1778237335.415,2,18,292.9,147.0,0.872
68,1778237335.632,2,18,288.0,161.0,1.722
68,1778237335.848,2,0,287.6,192.5,3.022
68,1778237336.061,2,21,287.7,240.9,4.322
68,1778237336.274,2,21,287.7,299.3,4.5
68,1778237336.487,2,19,287.8,357.8,4.5
68,1778237336.7,2,19,284.6,416.1,4.5
68,1778237336.902,2,19,267.0,464.0,4.0
68,1778237337.116,2,20,248.8,476.4,0.413
68,1778237337.332,2,20,236.4,480.1,0.007
68,1778237337.546,2,20,227.8,477.2,1.307
68,1778237337.76,2,20,209.5,459.0,2.607
